R5OECD,AIM - RCP 6.0,VOC emissions - Total,Tg/yr,37.818,37.509,35.901,32.929,30.019,27.356,24.668,22.261,20.063,18.083,16.606,15.211,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5REF,AIM - RCP 6.0,VOC emissions - Total,Tg/yr,17.904,17.956,17.331,16.635,16.084,15.525,15.038,14.530,13.990,13.526,13.197,12.890,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
World,AIM - RCP 6.0,VOC emissions - Total,Tg/yr,210.778,213.700,213.254,212.049,214.991,221.813,220.368,214.092,204.249,191.785,181.887,172.143,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5ASIA,AIM - RCP 6.0,VOC emissions - Surface Transportation,Tg/yr,10.263,11.785,12.672,14.096,16.030,18.985,20.405,19.890,18.124,15.173,12.731,10.502,
R5LAM,AIM - RCP 6.0,VOC emissions - Surface Transportation,Tg/yr,3.807,3.604,3.310,3.124,3.117,2.986,2.761,2.527,2.185,1.919,1.748,1.555,
R5MAF,AIM - RCP 6.0,VOC emissions - Surface Transportation,Tg/yr,3.730,4.170,4.051,4.375,4.872,5.017,5.046,5.038,4.974,4.783,4.590,4.241,
R5OECD,AIM - RCP 6.0,VOC emissions - Surface Transportation,Tg/yr,11.331,11.321,10.617,9.214,7.915,6.708,5.550,4.440,3.451,2.581,2.007,1.528,
R5REF,AIM - RCP 6.0,VOC emissions - Surface Transportation,Tg/yr,2.914,3.030,2.903,2.524,2.226,1.888,1.549,1.283,1.070,0.891,0.827,0.666,
World,AIM - RCP 6.0,VOC emissions - Surface Transportation,Tg/yr,32.042,33.908,33.550,33.331,34.157,35.582,35.309,33.176,29.803,25.345,21.902,18.491,
R5ASIA,AIM - RCP 6.0,VOC emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5LAM,AIM - RCP 6.0,VOC emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5MAF,AIM - RCP 6.0,VOC emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5OECD,AIM - RCP 6.0,VOC emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5REF,AIM - RCP 6.0,VOC emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
World,AIM - RCP 6.0,VOC emissions - International Shipping,Tg/yr,2.929,2.894,2.798,2.617,2.657,2.617,2.429,2.157,1.868,1.585,1.387,1.177,
R5ASIA,AIM - RCP 6.0,"VOC emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,3.581,3.911,2.969,2.546,2.623,2.394,1.786,1.630,1.421,1.347,0.926,0.981,
R5LAM,AIM - RCP 6.0,"VOC emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,3.571,3.693,3.079,1.700,1.444,1.488,1.525,1.624,1.656,1.803,2.124,2.473,
R5MAF,AIM - RCP 6.0,"VOC emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,15.451,17.132,21.910,22.782,23.551,26.104,23.865,20.347,16.824,13.346,9.702,6.317,
R5OECD,AIM - RCP 6.0,"VOC emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,2.788,2.659,1.891,1.367,1.137,0.994,0.835,0.693,0.565,0.453,0.336,0.292,
R5REF,AIM - RCP 6.0,"VOC emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,1.262,1.074,0.810,0.535,0.428,0.397,0.338,0.291,0.260,0.287,0.181,0.137,
World,AIM - RCP 6.0,"VOC emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,26.651,28.469,30.656,28.928,29.182,31.376,28.346,24.584,20.725,17.234,13.269,10.199,
R5ASIA,AIM - RCP 6.0,VOC emissions - Solvents,Tg/yr,5.464,6.472,7.830,11.355,16.099,20.603,23.262,24.153,22.868,20.139,18.431,16.724,
R5LAM,AIM - RCP 6.0,VOC emissions - Solvents,Tg/yr,1.477,1.500,1.580,1.790,1.950,2.103,2.217,2.224,2.147,2.073,2.038,1.937,
R5MAF,AIM - RCP 6.0,VOC emissions - Solvents,Tg/yr,1.205,1.368,1.389,1.922,2.462,3.058,3.790,4.546,5.066,5.404,5.783,6.127,
R5OECD,AIM - RCP 6.0,VOC emissions - Solvents,Tg/yr,9.700,9.757,9.691,8.996,8.203,7.273,6.358,5.552,4.905,4.350,3.760,3.208,
R5REF,AIM - RCP 6.0,VOC emissions - Solvents,Tg/yr,2.416,2.506,2.328,2.393,2.312,2.133,1.988,1.701,1.287,0.911,0.681,0.554,
World,AIM - RCP 6.0,VOC emissions - Solvents,Tg/yr,20.261,21.602,22.816,26.455,31.025,35.166,37.611,38.172,36.269,32.873,30.692,28.549,
R5ASIA,AIM - RCP 6.0,"VOC emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.523,0.512,0.489,0.441,0.387,0.330,0.276,0.230,0.192,0.159,0.131,0.108,
R5LAM,AIM - RCP 6.0,"VOC emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.146,0.145,0.141,0.130,0.117,0.102,0.087,0.074,0.062,0.052,0.043,0.035,
R5MAF,AIM - RCP 6.0,"VOC emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.147,0.152,0.154,0.156,0.152,0.145,0.135,0.122,0.108,0.094,0.080,0.067,
R5OECD,AIM - RCP 6.0,"VOC emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.531,0.517,0.493,0.442,0.391,0.341,0.295,0.255,0.220,0.188,0.160,0.134,
R5REF,AIM - RCP 6.0,"VOC emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.200,0.182,0.163,0.129,0.100,0.077,0.058,0.044,0.033,0.024,0.019,0.015,
World,AIM - RCP 6.0,"VOC emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,1.548,1.509,1.439,1.297,1.146,0.995,0.850,0.725,0.615,0.517,0.432,0.360,
R5ASIA,AIM - RCP 6.0,VOC emissions - Industry (combustion & processing),Tg/yr,2.164,2.486,2.901,3.225,3.982,4.723,5.045,4.733,4.068,3.441,3.056,2.674,1) MiniCAM includes emissions from charcoal production in Industry
R5LAM,AIM - RCP 6.0,VOC emissions - Industry (combustion & processing),Tg/yr,1.128,1.170,1.208,1.207,1.178,1.120,1.032,0.927,0.815,0.714,0.624,0.540,1) MiniCAM includes emissions from charcoal production in Industry
R5MAF,AIM - RCP 6.0,VOC emissions - Industry (combustion & processing),Tg/yr,0.207,0.230,0.222,0.197,0.191,0.184,0.182,0.186,0.183,0.176,0.163,0.154,1) MiniCAM includes emissions from charcoal production in Industry
R5OECD,AIM - RCP 6.0,VOC emissions - Industry (combustion & processing),Tg/yr,3.941,4.023,4.086,3.967,3.779,3.489,3.147,2.764,2.411,2.072,1.846,1.581,1) MiniCAM includes emissions from charcoal production in Industry
R5REF,AIM - RCP 6.0,VOC emissions - Industry (combustion & processing),Tg/yr,1.536,1.574,1.552,1.521,1.453,1.369,1.281,1.162,1.042,0.902,0.777,0.695,1) MiniCAM includes emissions from charcoal production in Industry
World,AIM - RCP 6.0,VOC emissions - Industry (combustion & processing),Tg/yr,8.975,9.482,9.969,10.117,10.581,10.884,10.687,9.771,8.518,7.304,6.465,5.644,1) MiniCAM includes emissions from charcoal production in Industry
R5ASIA,AIM - RCP 6.0,VOC emissions - Residential and Commercial,Tg/yr,25.605,23.538,21.164,17.253,15.249,13.903,12.315,10.443,8.671,6.740,5.130,3.898,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5LAM,AIM - RCP 6.0,VOC emissions - Residential and Commercial,Tg/yr,0.865,0.765,0.652,0.555,0.488,0.425,0.359,0.308,0.264,0.222,0.186,0.154,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5MAF,AIM - RCP 6.0,VOC emissions - Residential and Commercial,Tg/yr,6.852,6.359,5.434,5.090,4.545,3.934,3.298,2.784,2.446,2.075,1.738,1.412,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5OECD,AIM - RCP 6.0,VOC emissions - Residential and Commercial,Tg/yr,2.640,2.298,2.111,1.776,1.468,1.206,0.963,0.758,0.580,0.432,0.318,0.237,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5REF,AIM - RCP 6.0,VOC emissions - Residential and Commercial,Tg/yr,0.762,0.783,0.731,0.589,0.480,0.372,0.280,0.205,0.154,0.120,0.108,0.082,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
World,AIM - RCP 6.0,VOC emissions - Residential and Commercial,Tg/yr,36.721,33.739,30.092,25.261,22.230,19.840,17.215,14.499,12.117,9.589,7.480,5.783,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5ASIA,AIM - RCP 6.0,VOC emissions - Ag waste burning on fields,Tg/yr,1.480,1.571,1.664,1.743,1.860,1.909,1.934,1.955,2.003,2.000,1.728,1.542,
R5LAM,AIM - RCP 6.0,VOC emissions - Ag waste burning on fields,Tg/yr,0.347,0.376,0.403,0.346,0.389,0.431,0.461,0.505,0.535,0.522,0.582,0.587,
R5MAF,AIM - RCP 6.0,VOC emissions - Ag waste burning on fields,Tg/yr,0.362,0.407,0.434,0.420,0.481,0.540,0.589,0.650,0.682,0.701,0.778,0.786,
R5OECD,AIM - RCP 6.0,VOC emissions - Ag waste burning on fields,Tg/yr,0.140,0.143,0.150,0.126,0.142,0.155,0.164,0.173,0.179,0.177,0.186,0.179,
R5REF,AIM - RCP 6.0,VOC emissions - Ag waste burning on fields,Tg/yr,0.254,0.266,0.261,0.227,0.220,0.223,0.225,0.232,0.224,0.194,0.186,0.171,
World,AIM - RCP 6.0,VOC emissions - Ag waste burning on fields,Tg/yr,2.584,2.763,2.912,2.862,3.092,3.257,3.373,3.515,3.623,3.594,3.460,3.265,
R5ASIA,AIM - RCP 6.0,"VOC emissions - Agriculture (Animals, Rice, & Soil)",Tg/yr,,,,,,,,,,,,,
R5LAM,AIM - RCP 6.0,"VOC emissions - Agriculture (Animals, Rice, & Soil)",Tg/yr,,,,,,,,,,,,,
R5MAF,AIM - RCP 6.0,"VOC emissions - Agriculture (Animals, Rice, & Soil)",Tg/yr,,,,,,,,,,,,,
R5OECD,AIM - RCP 6.0,"VOC emissions - Agriculture (Animals, Rice, & Soil)",Tg/yr,0.837,0.871,0.949,0.865,1.069,1.196,1.265,1.350,1.411,1.398,1.491,1.504,
R5REF,AIM - RCP 6.0,"VOC emissions - Agriculture (Animals, Rice, & Soil)",Tg/yr,,,,,,,,,,,,,
World,AIM - RCP 6.0,"VOC emissions - Agriculture (Animals, Rice, & Soil)",Tg/yr,0.837,0.871,0.949,0.865,1.069,1.196,1.265,1.350,1.411,1.398,1.491,1.504,
R5ASIA,AIM - RCP 6.0,VOC emissions - Grassland burning,Tg/yr,0.690,0.697,0.717,0.807,0.836,0.941,1.074,1.205,1.354,1.490,1.652,1.691,
R5LAM,AIM - RCP 6.0,VOC emissions - Grassland burning,Tg/yr,3.313,3.351,3.282,3.464,3.318,3.272,3.341,3.426,3.529,3.617,3.664,3.648,
R5MAF,AIM - RCP 6.0,VOC emissions - Grassland burning,Tg/yr,25.484,25.520,25.438,25.558,25.341,25.570,26.054,26.626,27.377,28.034,28.467,28.644,
R5OECD,AIM - RCP 6.0,VOC emissions - Grassland burning,Tg/yr,3.408,3.422,3.408,3.637,3.405,3.462,3.526,3.643,3.681,3.745,3.786,3.811,
R5REF,AIM - RCP 6.0,VOC emissions - Grassland burning,Tg/yr,2.080,2.075,2.094,2.149,2.204,2.279,2.375,2.486,2.606,2.716,2.805,2.864,
World,AIM - RCP 6.0,VOC emissions - Grassland burning,Tg/yr,34.975,35.066,34.938,35.614,35.103,35.524,36.370,37.386,38.546,39.602,40.374,40.658,
R5ASIA,AIM - RCP 6.0,VOC emissions - Forest burning,Tg/yr,20.851,20.874,20.868,21.821,21.997,22.452,23.190,24.029,24.898,25.745,26.868,27.644,1) MESSAGE data only reported for main tropical regions based on RETRO
R5LAM,AIM - RCP 6.0,VOC emissions - Forest burning,Tg/yr,9.949,10.060,9.828,10.216,9.931,9.638,9.807,10.031,10.321,10.608,10.878,11.009,1) MESSAGE data only reported for main tropical regions based on RETRO
R5MAF,AIM - RCP 6.0,VOC emissions - Forest burning,Tg/yr,3.474,3.502,3.444,3.556,3.648,3.970,4.406,4.938,5.562,6.225,6.861,7.420,1) MESSAGE data only reported for main tropical regions based on RETRO
R5OECD,AIM - RCP 6.0,VOC emissions - Forest burning,Tg/yr,2.501,2.498,2.504,2.540,2.510,2.531,2.566,2.632,2.659,2.686,2.716,2.736,1) MESSAGE data only reported for main tropical regions based on RETRO
R5REF,AIM - RCP 6.0,VOC emissions - Forest burning,Tg/yr,6.480,6.465,6.491,6.568,6.662,6.786,6.945,7.126,7.314,7.481,7.613,7.705,1) MESSAGE data only reported for main tropical regions based on RETRO
World,AIM - RCP 6.0,VOC emissions - Forest burning,Tg/yr,43.256,43.399,43.135,44.701,44.748,45.377,46.914,48.756,50.754,52.744,54.935,56.514,1) MESSAGE data only reported for main tropical regions based on RETRO
R5ASIA,AIM - RCP 6.0,NH3 emissions - Total,TgNH3/yr,20.940,22.360,23.595,24.676,26.655,28.461,29.992,31.419,32.963,34.088,32.430,31.486,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5LAM,AIM - RCP 6.0,NH3 emissions - Total,TgNH3/yr,5.567,5.966,6.340,5.022,5.398,5.955,6.560,7.739,8.710,8.334,10.020,10.030,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5MAF,AIM - RCP 6.0,NH3 emissions - Total,TgNH3/yr,6.118,6.547,6.794,6.828,7.520,8.267,8.982,9.822,10.416,10.893,12.026,12.449,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5OECD,AIM - RCP 6.0,NH3 emissions - Total,TgNH3/yr,10.996,11.044,11.408,10.753,11.940,13.050,13.785,14.571,15.254,15.489,16.292,15.930,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5REF,AIM - RCP 6.0,NH3 emissions - Total,TgNH3/yr,4.996,5.172,5.157,4.860,4.910,5.073,5.211,5.400,5.391,5.065,5.088,4.957,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
World,AIM - RCP 6.0,NH3 emissions - Total,TgNH3/yr,48.617,51.088,53.295,52.139,56.423,60.806,64.531,68.950,72.735,73.870,75.857,74.851,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5ASIA,AIM - RCP 6.0,NH3 emissions - Surface Transportation,TgNH3/yr,0.009,0.010,0.011,0.012,0.014,0.017,0.019,0.019,0.017,0.015,0.013,0.011,
R5LAM,AIM - RCP 6.0,NH3 emissions - Surface Transportation,TgNH3/yr,0.016,0.016,0.016,0.016,0.016,0.016,0.015,0.014,0.013,0.011,0.011,0.010,
R5MAF,AIM - RCP 6.0,NH3 emissions - Surface Transportation,TgNH3/yr,0.009,0.010,0.010,0.011,0.012,0.013,0.014,0.014,0.014,0.014,0.013,0.013,
R5OECD,AIM - RCP 6.0,NH3 emissions - Surface Transportation,TgNH3/yr,0.426,0.446,0.432,0.397,0.361,0.324,0.285,0.241,0.197,0.156,0.126,0.103,
R5REF,AIM - RCP 6.0,NH3 emissions - Surface Transportation,TgNH3/yr,0.008,0.009,0.009,0.008,0.008,0.007,0.006,0.006,0.005,0.004,0.004,0.003,
World,AIM - RCP 6.0,NH3 emissions - Surface Transportation,TgNH3/yr,0.468,0.491,0.477,0.443,0.411,0.378,0.339,0.294,0.246,0.201,0.167,0.139,
R5ASIA,AIM - RCP 6.0,NH3 emissions - International Shipping,TgNH3/yr,,,,,,,,,,,,,
R5LAM,AIM - RCP 6.0,NH3 emissions - International Shipping,TgNH3/yr,,,,,,,,,,,,,
R5MAF,AIM - RCP 6.0,NH3 emissions - International Shipping,TgNH3/yr,,,,,,,,,,,,,
R5OECD,AIM - RCP 6.0,NH3 emissions - International Shipping,TgNH3/yr,,,,,,,,,,,,,
R5REF,AIM - RCP 6.0,NH3 emissions - International Shipping,TgNH3/yr,,,,,,,,,,,,,
World,AIM - RCP 6.0,NH3 emissions - International Shipping,TgNH3/yr,,,,,,,,,,,,,
R5ASIA,AIM - RCP 6.0,"NH3 emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgNH3/yr,0.001,0.001,0.001,0.002,0.003,0.004,0.004,0.005,0.006,0.007,0.006,0.007,
R5LAM,AIM - RCP 6.0,"NH3 emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgNH3/yr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,
R5MAF,AIM - RCP 6.0,"NH3 emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgNH3/yr,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.002,0.004,0.003,0.004,
R5OECD,AIM - RCP 6.0,"NH3 emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgNH3/yr,0.022,0.021,0.021,0.018,0.017,0.015,0.013,0.012,0.010,0.007,0.004,0.002,
R5REF,AIM - RCP 6.0,"NH3 emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgNH3/yr,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,
World,AIM - RCP 6.0,"NH3 emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgNH3/yr,0.026,0.025,0.025,0.023,0.023,0.022,0.020,0.020,0.019,0.019,0.015,0.014,
R5ASIA,AIM - RCP 6.0,NH3 emissions - Solvents,TgNH3/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5LAM,AIM - RCP 6.0,NH3 emissions - Solvents,TgNH3/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5MAF,AIM - RCP 6.0,NH3 emissions - Solvents,TgNH3/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5OECD,AIM - RCP 6.0,NH3 emissions - Solvents,TgNH3/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5REF,AIM - RCP 6.0,NH3 emissions - Solvents,TgNH3/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
World,AIM - RCP 6.0,NH3 emissions - Solvents,TgNH3/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5ASIA,AIM - RCP 6.0,"NH3 emissions - Waste (landfills, wastewater, non-energy incineration)",TgNH3/yr,,,,,,,,,,,,,
R5LAM,AIM - RCP 6.0,"NH3 emissions - Waste (landfills, wastewater, non-energy incineration)",TgNH3/yr,,,,,,,,,,,,,
R5MAF,AIM - RCP 6.0,"NH3 emissions - Waste (landfills, wastewater, non-energy incineration)",TgNH3/yr,,,,,,,,,,,,,
R5OECD,AIM - RCP 6.0,"NH3 emissions - Waste (landfills, wastewater, non-energy incineration)",TgNH3/yr,,,,,,,,,,,,,
R5REF,AIM - RCP 6.0,"NH3 emissions - Waste (landfills, wastewater, non-energy incineration)",TgNH3/yr,,,,,,,,,,,,,
World,AIM - RCP 6.0,"NH3 emissions - Waste (landfills, wastewater, non-energy incineration)",TgNH3/yr,,,,,,,,,,,,,
R5ASIA,AIM - RCP 6.0,NH3 emissions - Industry (combustion & processing),TgNH3/yr,0.055,0.062,0.073,0.090,0.111,0.132,0.146,0.149,0.134,0.115,0.099,0.090,1) MiniCAM includes emissions from charcoal production in Industry
R5LAM,AIM - RCP 6.0,NH3 emissions - Industry (combustion & processing),TgNH3/yr,0.014,0.014,0.014,0.015,0.016,0.016,0.016,0.015,0.012,0.011,0.010,0.009,1) MiniCAM includes emissions from charcoal production in Industry
R5MAF,AIM - RCP 6.0,NH3 emissions - Industry (combustion & processing),TgNH3/yr,0.014,0.015,0.015,0.020,0.024,0.027,0.030,0.033,0.032,0.030,0.029,0.029,1) MiniCAM includes emissions from charcoal production in Industry
R5OECD,AIM - RCP 6.0,NH3 emissions - Industry (combustion & processing),TgNH3/yr,0.043,0.043,0.043,0.040,0.036,0.032,0.028,0.023,0.018,0.014,0.011,0.009,1) MiniCAM includes emissions from charcoal production in Industry
R5REF,AIM - RCP 6.0,NH3 emissions - Industry (combustion & processing),TgNH3/yr,0.020,0.020,0.018,0.017,0.016,0.014,0.012,0.010,0.007,0.005,0.004,0.003,1) MiniCAM includes emissions from charcoal production in Industry
World,AIM - RCP 6.0,NH3 emissions - Industry (combustion & processing),TgNH3/yr,0.146,0.154,0.164,0.182,0.203,0.220,0.232,0.230,0.204,0.174,0.152,0.140,1) MiniCAM includes emissions from charcoal production in Industry
R5ASIA,AIM - RCP 6.0,NH3 emissions - Residential and Commercial,TgNH3/yr,0.184,0.193,0.207,0.252,0.356,0.529,0.683,0.729,0.662,0.589,0.483,0.430,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5LAM,AIM - RCP 6.0,NH3 emissions - Residential and Commercial,TgNH3/yr,0.011,0.011,0.011,0.010,0.010,0.011,0.010,0.010,0.009,0.008,0.008,0.007,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5MAF,AIM - RCP 6.0,NH3 emissions - Residential and Commercial,TgNH3/yr,0.071,0.060,0.061,0.073,0.088,0.104,0.117,0.129,0.137,0.139,0.147,0.150,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5OECD,AIM - RCP 6.0,NH3 emissions - Residential and Commercial,TgNH3/yr,0.039,0.041,0.043,0.043,0.041,0.039,0.035,0.030,0.024,0.019,0.015,0.013,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5REF,AIM - RCP 6.0,NH3 emissions - Residential and Commercial,TgNH3/yr,0.015,0.017,0.018,0.018,0.017,0.016,0.015,0.013,0.010,0.008,0.007,0.006,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
World,AIM - RCP 6.0,NH3 emissions - Residential and Commercial,TgNH3/yr,0.320,0.322,0.339,0.395,0.513,0.698,0.861,0.912,0.842,0.764,0.660,0.606,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5ASIA,AIM - RCP 6.0,NH3 emissions - Ag waste burning on fields,TgNH3/yr,0.384,0.420,0.447,0.473,0.511,0.545,0.574,0.597,0.630,0.664,0.537,0.459,
R5LAM,AIM - RCP 6.0,NH3 emissions - Ag waste burning on fields,TgNH3/yr,0.146,0.159,0.173,0.114,0.125,0.144,0.164,0.208,0.244,0.227,0.289,0.285,
R5MAF,AIM - RCP 6.0,NH3 emissions - Ag waste burning on fields,TgNH3/yr,0.027,0.032,0.035,0.035,0.042,0.049,0.056,0.064,0.070,0.075,0.087,0.091,
R5OECD,AIM - RCP 6.0,NH3 emissions - Ag waste burning on fields,TgNH3/yr,0.062,0.063,0.066,0.056,0.063,0.071,0.077,0.083,0.087,0.088,0.095,0.094,
R5REF,AIM - RCP 6.0,NH3 emissions - Ag waste burning on fields,TgNH3/yr,0.030,0.032,0.032,0.029,0.030,0.032,0.033,0.035,0.035,0.031,0.032,0.030,
World,AIM - RCP 6.0,NH3 emissions - Ag waste burning on fields,TgNH3/yr,0.649,0.707,0.753,0.707,0.772,0.841,0.905,0.987,1.066,1.086,1.039,0.960,
R5ASIA,AIM - RCP 6.0,"NH3 emissions - Agriculture (Animals, Rice, & Soil)",TgNH3/yr,15.884,17.249,18.431,19.370,21.171,22.715,23.998,25.300,26.838,27.969,26.494,25.652,
R5LAM,AIM - RCP 6.0,"NH3 emissions - Agriculture (Animals, Rice, & Soil)",TgNH3/yr,4.329,4.705,5.083,3.785,4.174,4.733,5.304,6.423,7.340,6.963,8.570,8.578,
R5MAF,AIM - RCP 6.0,"NH3 emissions - Agriculture (Animals, Rice, & Soil)",TgNH3/yr,2.926,3.354,3.605,3.604,4.273,4.959,5.594,6.342,6.841,7.229,8.278,8.646,
R5OECD,AIM - RCP 6.0,"NH3 emissions - Agriculture (Animals, Rice, & Soil)",TgNH3/yr,9.581,9.606,9.981,9.355,10.596,11.738,12.509,13.330,14.060,14.342,15.173,14.838,
R5REF,AIM - RCP 6.0,"NH3 emissions - Agriculture (Animals, Rice, & Soil)",TgNH3/yr,3.162,3.335,3.317,3.016,3.058,3.209,3.333,3.504,3.479,3.142,3.154,3.016,
World,AIM - RCP 6.0,"NH3 emissions - Agriculture (Animals, Rice, & Soil)",TgNH3/yr,35.881,38.250,40.418,39.130,43.272,47.355,50.739,54.899,58.559,59.645,61.669,60.730,
R5ASIA,AIM - RCP 6.0,NH3 emissions - Grassland burning,TgNH3/yr,0.096,0.097,0.098,0.105,0.107,0.115,0.125,0.134,0.145,0.155,0.168,0.170,
R5LAM,AIM - RCP 6.0,NH3 emissions - Grassland burning,TgNH3/yr,0.362,0.364,0.360,0.375,0.364,0.361,0.366,0.372,0.379,0.386,0.389,0.390,
R5MAF,AIM - RCP 6.0,NH3 emissions - Grassland burning,TgNH3/yr,2.812,2.815,2.810,2.821,2.809,2.825,2.856,2.894,2.943,2.987,3.018,3.033,
R5OECD,AIM - RCP 6.0,NH3 emissions - Grassland burning,TgNH3/yr,0.429,0.430,0.429,0.446,0.430,0.434,0.438,0.447,0.449,0.454,0.457,0.458,
R5REF,AIM - RCP 6.0,NH3 emissions - Grassland burning,TgNH3/yr,0.444,0.443,0.445,0.448,0.450,0.454,0.460,0.467,0.474,0.480,0.485,0.488,
World,AIM - RCP 6.0,NH3 emissions - Grassland burning,TgNH3/yr,4.142,4.149,4.142,4.194,4.160,4.188,4.245,4.313,4.390,4.462,4.517,4.540,
R5ASIA,AIM - RCP 6.0,NH3 emissions - Forest burning,TgNH3/yr,4.327,4.328,4.327,4.373,4.382,4.404,4.443,4.486,4.531,4.574,4.630,4.668,
R5LAM,AIM - RCP 6.0,NH3 emissions - Forest burning,TgNH3/yr,0.690,0.696,0.683,0.707,0.691,0.674,0.683,0.696,0.712,0.728,0.743,0.750,
R5MAF,AIM - RCP 6.0,NH3 emissions - Forest burning,TgNH3/yr,0.258,0.260,0.257,0.264,0.270,0.288,0.313,0.343,0.378,0.415,0.452,0.484,
R5OECD,AIM - RCP 6.0,NH3 emissions - Forest burning,TgNH3/yr,0.394,0.394,0.394,0.398,0.396,0.397,0.400,0.405,0.407,0.409,0.411,0.412,
R5REF,AIM - RCP 6.0,NH3 emissions - Forest burning,TgNH3/yr,1.315,1.314,1.317,1.323,1.330,1.340,1.353,1.366,1.381,1.393,1.403,1.410,
World,AIM - RCP 6.0,NH3 emissions - Forest burning,TgNH3/yr,6.984,6.991,6.978,7.064,7.069,7.104,7.191,7.296,7.408,7.520,7.638,7.724,
